home,away,Referee,time,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_Enemy_Acc,A_Enemy_Acc,HRestDay,ARestDay,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_poss_Acc,A_poss_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_red_goal_Acc,A_red_goal_Acc,H_red_on_Acc,A_red_on_Acc,H_red_tot_Acc,A_red_tot_Acc,H_chance_goal_Acc,A_chance_goal_Acc,H_chance_tot_Acc,A_chance_tot_Acc,H_successful_tackle_Acc,A_successful_tackle_Acc,H_tackle_tot_Acc,A_tackle_tot_Acc,H_successful_clearance_Acc,A_successful_clearance_Acc,H_clearance_tot_Acc,A_clearance_tot_Acc,H_interceptions_Acc,A_interceptions_Acc,H_blocks_Acc,A_blocks_Acc,H_atk_3rd_Acc/H_atk_3rd_tot_Acc,H_red_goal_Acc/H_red_tot_Acc,H_red_on_Acc/H_red_tot_Acc,H_chance_goal_Acc/H_chance_tot_Acc,H_successful_tackle_Acc/H_tackle_tot_Acc,H_successful_clearance_Acc/H_clearance_tot_Acc,A_atk_3rd_Acc/A_atk_3rd_tot_Acc,A_red_goal_Acc/A_red_tot_Acc,A_red_on_Acc/A_red_tot_Acc,A_chance_goal_Acc/A_chance_tot_Acc,A_successful_tackle_Acc/A_tackle_tot_Acc,A_successful_clearance_Acc/A_clearance_tot_Acc,y
Southampton,Chelsea,A Taylor,16432.0,-13.0,0.74,2.0,0.0,3.0,2.0,4.0,0.0,1.0,8.0,-21.67268545140886,132.0,130.0,2.0,2.0,60.0,93.0,18.0,34.0,254.69999999999996,280.3,466.0,648.0,684.0,869.0,6.0,10.0,7.0,14.0,36.0,54.0,4.0,9.0,48.0,80.0,127.0,118.0,181.0,177.0,140.0,124.0,157.0,143.0,77.0,61.0,12.0,13.0,0.6812865497076024,0.16666666666666666,0.19444444444444445,0.08333333333333333,0.7016574585635359,0.89171974522293,0.7456846950517837,0.18518518518518517,0.25925925925925924,0.1125,0.6666666666666666,0.8671328671328671,D
West Ham,Arsenal,N Swarbrick,16432.0,-2.0,0.9459459459459459,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0269938739696798,141.0,133.0,2.0,1.0,61.0,73.0,23.0,26.0,223.20000000000016,259.2999999999999,315.0,547.0,566.0,787.0,6.0,11.0,10.0,11.0,43.0,49.0,6.0,9.0,43.0,54.0,69.0,104.0,121.0,141.0,209.0,91.0,224.0,107.0,76.0,97.0,28.0,20.0,0.5565371024734982,0.13953488372093023,0.23255813953488372,0.13953488372093023,0.5702479338842975,0.9330357142857143,0.6950444726810674,0.22448979591836735,0.22448979591836735,0.16666666666666666,0.7375886524822695,0.8504672897196262,A
Stoke,West Brom,R East,16432.0,11.0,1.6111111111111112,2.0,1.0,2.0,-1.0,1.0,1.0,3.0,-3.0,17.38274428278752,165.0,129.0,2.0,2.0,50.0,76.0,15.0,25.0,221.6,262.9,325.0,438.0,513.0,708.0,5.0,5.0,6.0,12.0,27.0,46.0,2.0,3.0,34.0,51.0,105.0,74.0,162.0,102.0,170.0,118.0,189.0,129.0,59.0,88.0,21.0,19.0,0.6335282651072125,0.18518518518518517,0.2222222222222222,0.058823529411764705,0.6481481481481481,0.8994708994708994,0.6186440677966102,0.10869565217391304,0.2608695652173913,0.058823529411764705,0.7254901960784313,0.9147286821705426,H
Man City,Burnley,K Friend,16432.0,31.0,2.7222222222222223,5.0,0.0,0.0,10.0,1.0,1.0,3.0,-3.0,39.28024461937624,106.0,127.0,2.0,2.0,67.0,59.0,19.0,12.0,299.30000000000007,212.7,785.0,346.0,968.0,676.0,12.0,1.0,6.0,6.0,46.0,31.0,9.0,2.0,56.0,37.0,97.0,75.0,160.0,119.0,149.0,179.0,161.0,191.0,90.0,92.0,20.0,19.0,0.8109504132231405,0.2608695652173913,0.13043478260869565,0.16071428571428573,0.60625,0.9254658385093167,0.5118343195266272,0.03225806451612903,0.1935483870967742,0.05405405405405406,0.6302521008403361,0.93717277486911,D
Newcastle,Everton,C Pawson,16432.0,2.0,1.08,1.0,1.0,3.0,-5.0,1.0,1.0,3.0,-3.0,6.313106168860102,166.0,135.0,2.0,2.0,53.0,64.0,22.0,21.0,228.69999999999996,277.79999999999995,339.0,551.0,505.0,771.0,5.0,1.0,12.0,5.0,29.0,28.0,3.0,2.0,37.0,43.0,92.0,92.0,141.0,126.0,147.0,147.0,159.0,171.0,74.0,60.0,16.0,25.0,0.6712871287128713,0.1724137931034483,0.41379310344827586,0.08108108108108109,0.6524822695035462,0.9245283018867925,0.7146562905317769,0.03571428571428571,0.17857142857142858,0.046511627906976744,0.7301587301587301,0.8596491228070176,H
Hull,Leicester,P Dowd,16432.0,4.0,1.3076923076923077,1.0,2.0,2.0,-1.0,0.0,0.0,5.0,-7.0,17.779497969400527,148.0,165.0,2.0,2.0,52.0,69.0,11.0,19.0,242.59999999999997,225.9,427.0,368.0,679.0,654.0,3.0,2.0,3.0,11.0,24.0,35.0,4.0,1.0,37.0,41.0,107.0,93.0,149.0,140.0,147.0,137.0,162.0,147.0,98.0,93.0,20.0,14.0,0.6288659793814433,0.125,0.125,0.10810810810810811,0.7181208053691275,0.9074074074074074,0.5626911314984709,0.05714285714285714,0.3142857142857143,0.024390243902439025,0.6642857142857143,0.9319727891156463,A
Aston Villa,Sunderland,M Atkinson,16432.0,-2.0,0.9130434782608695,2.0,1.0,2.0,0.0,1.0,2.0,2.0,-4.0,2.5845965628574312,129.0,145.0,2.0,2.0,49.0,56.0,19.0,13.0,261.4000000000001,233.80000000000007,344.0,362.0,493.0,538.0,3.0,4.0,10.0,3.0,32.0,32.0,2.0,1.0,36.0,35.0,108.0,95.0,146.0,165.0,185.0,114.0,207.0,129.0,70.0,78.0,14.0,17.0,0.6977687626774848,0.09375,0.3125,0.05555555555555555,0.7397260273972602,0.893719806763285,0.6728624535315985,0.125,0.09375,0.02857142857142857,0.5757575757575758,0.8837209302325582,D
QPR,Crystal Palace,M Jones,16432.0,0.0,1.0,2.0,0.0,3.0,-2.0,0.0,2.0,3.0,-6.0,8.421126771778951,129.0,162.0,1.0,2.0,66.0,60.0,20.0,17.0,225.20000000000007,192.79999999999973,378.0,359.0,603.0,618.0,7.0,2.0,7.0,7.0,31.0,35.0,4.0,2.0,41.0,40.0,89.0,105.0,152.0,141.0,205.0,123.0,223.0,144.0,87.0,90.0,23.0,15.0,0.6268656716417911,0.22580645161290322,0.22580645161290322,0.0975609756097561,0.5855263157894737,0.9192825112107623,0.580906148867314,0.05714285714285714,0.2,0.05,0.7446808510638298,0.8541666666666666,D
Liverpool,Swansea,A Marriner,16433.0,-2.0,0.9375,2.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,2.6608581651051253,135.0,108.0,3.0,3.0,82.0,64.0,27.0,17.0,268.90000000000003,242.30000000000013,461.0,333.0,653.0,496.0,6.0,4.0,12.0,8.0,41.0,41.0,4.0,3.0,65.0,51.0,130.0,86.0,176.0,130.0,188.0,204.0,200.0,220.0,72.0,83.0,16.0,12.0,0.7059724349157733,0.14634146341463414,0.2926829268292683,0.06153846153846154,0.7386363636363636,0.94,0.6713709677419355,0.0975609756097561,0.1951219512195122,0.058823529411764705,0.6615384615384615,0.9272727272727272,H
Southampton,Arsenal,C Pawson,16436.0,-2.0,0.9459459459459459,2.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,-8.15699930699931,145.0,130.0,4.0,4.0,63.0,75.0,18.0,25.0,252.79999999999993,242.19999999999996,441.0,479.0,650.0,707.0,7.0,12.0,7.0,8.0,37.0,50.0,5.0,9.0,47.0,54.0,129.0,105.0,190.0,148.0,141.0,129.0,159.0,145.0,75.0,87.0,12.0,19.0,0.6784615384615384,0.1891891891891892,0.1891891891891892,0.10638297872340426,0.6789473684210526,0.8867924528301887,0.6775106082036775,0.24,0.16,0.16666666666666666,0.7094594594594594,0.8896551724137931,H
Tottenham,Chelsea,P Dowd,16436.0,-15.0,0.7,3.0,2.0,0.0,3.0,3.0,1.0,1.0,5.0,-6.359086357947433,126.0,133.0,4.0,4.0,64.0,88.0,20.0,27.0,279.1,303.0,481.0,710.0,697.0,942.0,4.0,8.0,7.0,11.0,32.0,50.0,5.0,7.0,53.0,75.0,122.0,116.0,163.0,169.0,172.0,119.0,194.0,134.0,93.0,55.0,20.0,13.0,0.6901004304160688,0.125,0.21875,0.09433962264150944,0.7484662576687117,0.8865979381443299,0.7537154989384289,0.16,0.22,0.09333333333333334,0.6863905325443787,0.8880597014925373,H
Stoke,Man United,M Oliver,16436.0,-9.0,0.7631578947368421,3.0,1.0,1.0,2.0,3.0,2.0,0.0,6.0,-9.89588256917677,147.0,146.0,4.0,4.0,58.0,48.0,14.0,26.0,236.5,281.1000000000001,340.0,471.0,534.0,679.0,7.0,9.0,4.0,12.0,30.0,33.0,3.0,7.0,43.0,39.0,94.0,117.0,156.0,166.0,177.0,120.0,195.0,126.0,61.0,92.0,23.0,18.0,0.6367041198501873,0.23333333333333334,0.13333333333333333,0.06976744186046512,0.6025641025641025,0.9076923076923077,0.6936671575846833,0.2727272727272727,0.36363636363636365,0.1794871794871795,0.7048192771084337,0.9523809523809523,D
QPR,Swansea,A Taylor,16436.0,-13.0,0.59375,2.0,1.0,2.0,0.0,2.0,0.0,3.0,-4.0,-1.0850226462726482,115.0,124.0,4.0,2.0,72.0,57.0,22.0,14.0,237.70000000000007,239.70000000000016,373.0,331.0,615.0,492.0,7.0,4.0,6.0,7.0,34.0,36.0,4.0,1.0,45.0,42.0,98.0,82.0,153.0,132.0,205.0,200.0,219.0,216.0,86.0,95.0,17.0,13.0,0.6065040650406504,0.20588235294117646,0.17647058823529413,0.08888888888888889,0.6405228758169934,0.9360730593607306,0.6727642276422764,0.1111111111111111,0.19444444444444445,0.023809523809523808,0.6212121212121212,0.9259259259259259,D
Man City,Sunderland,R East,16436.0,26.0,2.238095238095238,4.0,1.0,0.0,7.0,1.0,3.0,1.0,-1.0,30.743499826458724,96.0,122.0,4.0,4.0,69.0,63.0,21.0,14.0,296.7000000000001,250.80000000000004,738.0,429.0,943.0,611.0,9.0,3.0,10.0,4.0,50.0,34.0,7.0,1.0,56.0,42.0,97.0,89.0,158.0,152.0,156.0,131.0,167.0,147.0,74.0,73.0,18.0,19.0,0.782608695652174,0.18,0.2,0.125,0.6139240506329114,0.9341317365269461,0.7021276595744681,0.08823529411764706,0.11764705882352941,0.023809523809523808,0.5855263157894737,0.891156462585034,H
Newcastle,Burnley,M Dean,16436.0,9.0,1.5,2.0,0.0,3.0,-4.0,1.0,1.0,3.0,-3.0,10.351157718804778,172.0,153.0,3.0,4.0,55.0,59.0,24.0,13.0,223.39999999999995,208.39999999999995,355.0,347.0,523.0,648.0,7.0,3.0,13.0,5.0,32.0,29.0,4.0,1.0,40.0,36.0,94.0,69.0,149.0,112.0,130.0,185.0,141.0,196.0,71.0,99.0,14.0,23.0,0.6787762906309751,0.21875,0.40625,0.1,0.6308724832214765,0.9219858156028369,0.5354938271604939,0.10344827586206896,0.1724137931034483,0.027777777777777776,0.6160714285714286,0.9438775510204082,D
Liverpool,Leicester,M Jones,16436.0,17.0,2.1333333333333333,2.0,2.0,1.0,1.0,1.0,0.0,4.0,-4.0,23.939431902292306,149.0,148.0,2.0,4.0,92.0,53.0,35.0,17.0,258.6,217.7,502.0,352.0,701.0,638.0,5.0,2.0,16.0,10.0,47.0,30.0,5.0,2.0,76.0,35.0,122.0,101.0,168.0,145.0,153.0,157.0,163.0,166.0,73.0,99.0,11.0,17.0,0.7161198288159771,0.10638297872340426,0.3404255319148936,0.06578947368421052,0.7261904761904762,0.9386503067484663,0.5517241379310345,0.06666666666666667,0.3333333333333333,0.05714285714285714,0.696551724137931,0.9457831325301205,D
Hull,Everton,K Friend,16436.0,-8.0,0.68,1.0,1.0,3.0,-2.0,1.0,0.0,4.0,-4.0,0.27310557419912485,131.0,146.0,4.0,3.0,62.0,60.0,15.0,18.0,261.8999999999999,267.6,456.0,511.0,726.0,735.0,2.0,2.0,4.0,4.0,29.0,28.0,3.0,3.0,41.0,41.0,102.0,89.0,139.0,128.0,152.0,159.0,164.0,184.0,94.0,57.0,17.0,25.0,0.628099173553719,0.06896551724137931,0.13793103448275862,0.07317073170731707,0.7338129496402878,0.926829268292683,0.6952380952380952,0.07142857142857142,0.14285714285714285,0.07317073170731707,0.6953125,0.8641304347826086,H
Aston Villa,Crystal Palace,R Madley,16436.0,4.0,1.2222222222222223,1.0,2.0,2.0,-1.0,0.0,3.0,2.0,-5.0,2.09376587767893,124.0,162.0,4.0,4.0,58.0,53.0,19.0,15.0,255.80000000000013,193.09999999999974,380.0,360.0,509.0,624.0,3.0,2.0,10.0,5.0,40.0,30.0,2.0,2.0,47.0,36.0,91.0,109.0,125.0,142.0,173.0,156.0,190.0,179.0,68.0,79.0,13.0,21.0,0.7465618860510805,0.075,0.25,0.0425531914893617,0.728,0.9105263157894737,0.5769230769230769,0.06666666666666667,0.16666666666666666,0.05555555555555555,0.7676056338028169,0.8715083798882681,D
West Ham,West Brom,J Moss,16436.0,14.0,1.7777777777777777,2.0,1.0,2.0,1.0,1.0,1.0,3.0,-4.0,16.75737473458453,157.0,130.0,4.0,4.0,64.0,68.0,21.0,24.0,240.0000000000001,253.9,363.0,439.0,616.0,690.0,5.0,4.0,8.0,11.0,44.0,37.0,6.0,2.0,47.0,43.0,69.0,78.0,121.0,110.0,181.0,114.0,197.0,126.0,68.0,95.0,26.0,17.0,0.5892857142857143,0.11363636363636363,0.18181818181818182,0.1276595744680851,0.5702479338842975,0.9187817258883249,0.636231884057971,0.10810810810810811,0.2972972972972973,0.046511627906976744,0.7090909090909091,0.9047619047619048,D
West Brom,Hull,N Swarbrick,16445.0,-1.0,0.95,1.0,1.0,3.0,-4.0,2.0,0.0,3.0,0.0,-5.820251549789354,145.0,138.0,7.0,5.0,76.0,64.0,24.0,18.0,258.0,256.7,477.0,433.0,731.0,704.0,5.0,4.0,11.0,3.0,42.0,32.0,3.0,5.0,52.0,40.0,79.0,115.0,120.0,162.0,112.0,175.0,122.0,190.0,96.0,91.0,16.0,16.0,0.652530779753762,0.11904761904761904,0.2619047619047619,0.057692307692307696,0.6583333333333333,0.9180327868852459,0.6150568181818182,0.125,0.09375,0.125,0.7098765432098766,0.9210526315789473,H
Swansea,West Ham,M Dean,16445.0,-3.0,0.9090909090909091,2.0,1.0,2.0,-2.0,1.0,2.0,2.0,-1.0,-2.8841379686137785,115.0,143.0,7.0,3.0,71.0,57.0,18.0,17.0,254.5000000000001,229.5000000000001,375.0,346.0,535.0,587.0,4.0,3.0,8.0,6.0,44.0,38.0,1.0,4.0,48.0,41.0,72.0,78.0,116.0,125.0,191.0,193.0,203.0,211.0,94.0,67.0,18.0,24.0,0.7009345794392523,0.09090909090909091,0.18181818181818182,0.020833333333333332,0.6206896551724138,0.9408866995073891,0.5894378194207837,0.07894736842105263,0.15789473684210525,0.0975609756097561,0.624,0.9146919431279621,D
Leicester,Aston Villa,M Oliver,16445.0,-8.0,0.6521739130434783,1.0,1.0,3.0,-3.0,0.0,3.0,2.0,-2.0,-2.9237977853044548,159.0,125.0,7.0,6.0,59.0,56.0,16.0,15.0,223.8,260.60000000000014,394.0,357.0,691.0,499.0,1.0,1.0,10.0,7.0,31.0,34.0,4.0,0.0,37.0,41.0,98.0,104.0,138.0,142.0,154.0,143.0,163.0,155.0,105.0,64.0,14.0,14.0,0.5701881331403763,0.03225806451612903,0.3225806451612903,0.10810810810810811,0.7101449275362319,0.9447852760736196,0.7154308617234469,0.029411764705882353,0.20588235294117646,0.0,0.7323943661971831,0.9225806451612903,H
Sunderland,Liverpool,C Pawson,16445.0,-9.0,0.7,1.0,2.0,2.0,-2.0,2.0,2.0,1.0,1.0,-15.234305183206464,135.0,136.0,6.0,4.0,60.0,95.0,17.0,39.0,239.1,264.00000000000006,406.0,446.0,578.0,640.0,5.0,7.0,5.0,17.0,34.0,52.0,2.0,5.0,41.0,76.0,91.0,120.0,145.0,172.0,109.0,158.0,126.0,171.0,64.0,61.0,20.0,14.0,0.7024221453287197,0.14705882352941177,0.14705882352941177,0.04878048780487805,0.6275862068965518,0.8650793650793651,0.696875,0.1346153846153846,0.3269230769230769,0.06578947368421052,0.6976744186046512,0.9239766081871345,A
Everton,Man City,M Atkinson,16445.0,-25.0,0.46808510638297873,1.0,0.0,4.0,-5.0,4.0,1.0,0.0,7.0,-40.62927727774143,116.0,89.0,3.0,6.0,60.0,82.0,19.0,30.0,274.7,310.2,480.0,873.0,714.0,1081.0,2.0,10.0,3.0,15.0,27.0,61.0,3.0,10.0,40.0,66.0,85.0,90.0,129.0,143.0,152.0,152.0,171.0,161.0,58.0,76.0,16.0,13.0,0.6722689075630253,0.07407407407407407,0.1111111111111111,0.075,0.6589147286821705,0.8888888888888888,0.8075855689176689,0.16393442622950818,0.2459016393442623,0.15151515151515152,0.6293706293706294,0.9440993788819876,D
Burnley,QPR,A Marriner,16445.0,-2.0,0.9,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,-2.0,0.9374874952351746,167.0,128.0,4.0,6.0,59.0,85.0,14.0,22.0,207.59999999999997,228.40000000000006,311.0,338.0,600.0,597.0,5.0,5.0,4.0,8.0,28.0,41.0,2.0,2.0,35.0,52.0,76.0,103.0,121.0,160.0,191.0,165.0,204.0,178.0,99.0,86.0,21.0,21.0,0.5183333333333333,0.17857142857142858,0.14285714285714285,0.05714285714285714,0.628099173553719,0.9362745098039216,0.5661641541038526,0.12195121951219512,0.1951219512195122,0.038461538461538464,0.64375,0.9269662921348315,H
Crystal Palace,Tottenham,A Taylor,16445.0,-17.0,0.5142857142857142,0.0,3.0,2.0,-5.0,4.0,1.0,0.0,5.0,-27.72426683168372,150.0,151.0,6.0,4.0,43.0,61.0,11.0,25.0,191.29999999999973,257.0,352.0,429.0,612.0,624.0,2.0,8.0,3.0,8.0,20.0,31.0,2.0,8.0,31.0,47.0,100.0,123.0,136.0,164.0,171.0,162.0,193.0,180.0,76.0,102.0,21.0,17.0,0.5751633986928104,0.1,0.15,0.06451612903225806,0.7352941176470589,0.8860103626943006,0.6875,0.25806451612903225,0.25806451612903225,0.1702127659574468,0.75,0.9,H
Chelsea,Newcastle,R East,16445.0,19.0,1.6785714285714286,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-5.0,24.17218921516794,144.0,140.0,5.0,7.0,81.0,56.0,26.0,25.0,289.5,242.49999999999997,632.0,369.0,882.0,558.0,10.0,7.0,10.0,12.0,47.0,34.0,7.0,5.0,62.0,39.0,120.0,89.0,169.0,137.0,102.0,126.0,118.0,132.0,58.0,61.0,11.0,12.0,0.7165532879818595,0.2127659574468085,0.2127659574468085,0.11290322580645161,0.7100591715976331,0.864406779661017,0.6612903225806451,0.20588235294117646,0.35294117647058826,0.1282051282051282,0.6496350364963503,0.9545454545454546,H
Man United,Southampton,P Dowd,16446.0,1.0,1.027027027027027,2.0,3.0,0.0,5.0,3.0,1.0,1.0,6.0,5.5098512914302376,140.0,146.0,7.0,7.0,51.0,61.0,26.0,20.0,299.9000000000001,241.79999999999993,502.0,393.0,715.0,579.0,8.0,7.0,13.0,7.0,36.0,35.0,7.0,6.0,41.0,45.0,102.0,122.0,151.0,186.0,136.0,166.0,145.0,189.0,88.0,72.0,18.0,13.0,0.7020979020979021,0.2222222222222222,0.3611111111111111,0.17073170731707318,0.6754966887417219,0.9379310344827586,0.6787564766839378,0.2,0.2,0.13333333333333333,0.6559139784946236,0.8783068783068783,A
Arsenal,Stoke,J Moss,16446.0,7.0,1.2592592592592593,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,5.8196531757060015,139.0,146.0,6.0,7.0,71.0,56.0,25.0,12.0,243.19999999999993,227.7,472.0,328.0,693.0,530.0,10.0,5.0,7.0,5.0,44.0,32.0,8.0,1.0,49.0,42.0,105.0,97.0,137.0,144.0,130.0,177.0,144.0,198.0,84.0,71.0,19.0,20.0,0.6810966810966811,0.22727272727272727,0.1590909090909091,0.16326530612244897,0.7664233576642335,0.9027777777777778,0.6188679245283019,0.15625,0.15625,0.023809523809523808,0.6736111111111112,0.8939393939393939,H
Swansea,Chelsea,J Moss,16452.0,-19.0,0.5957446808510638,2.0,2.0,1.0,-1.0,3.0,1.0,1.0,4.0,-18.91492401215806,116.0,157.0,7.0,7.0,75.0,78.0,18.0,28.0,262.00000000000006,293.5,431.0,662.0,605.0,920.0,3.0,10.0,9.0,11.0,40.0,48.0,1.0,7.0,53.0,60.0,59.0,126.0,102.0,184.0,191.0,112.0,207.0,129.0,89.0,55.0,17.0,14.0,0.7123966942148761,0.075,0.225,0.018867924528301886,0.5784313725490197,0.9227053140096618,0.7195652173913043,0.20833333333333334,0.22916666666666666,0.11666666666666667,0.6847826086956522,0.8682170542635659,A
QPR,Man United,N Swarbrick,16452.0,-18.0,0.5263157894736842,1.0,2.0,2.0,-1.0,1.0,3.0,1.0,1.0,-17.48209185906554,121.0,145.0,7.0,5.0,85.0,50.0,25.0,20.0,237.00000000000009,305.8000000000001,354.0,567.0,627.0,785.0,5.0,5.0,9.0,11.0,44.0,37.0,2.0,5.0,54.0,43.0,97.0,85.0,145.0,121.0,187.0,142.0,202.0,149.0,86.0,89.0,23.0,14.0,0.5645933014354066,0.11363636363636363,0.20454545454545456,0.037037037037037035,0.6689655172413793,0.9257425742574258,0.7222929936305732,0.13513513513513514,0.2972972972972973,0.11627906976744186,0.7024793388429752,0.9530201342281879,A
Leicester,Stoke,A Marriner,16452.0,-10.0,0.6296296296296297,2.0,1.0,2.0,-1.0,2.0,1.0,2.0,-2.0,-3.936405842460019,133.0,157.0,7.0,6.0,63.0,56.0,18.0,11.0,218.8,218.1,401.0,349.0,697.0,538.0,2.0,4.0,12.0,4.0,38.0,31.0,4.0,1.0,42.0,44.0,104.0,101.0,142.0,163.0,175.0,155.0,187.0,174.0,112.0,66.0,18.0,16.0,0.5753228120516499,0.05263157894736842,0.3157894736842105,0.09523809523809523,0.7323943661971831,0.9358288770053476,0.6486988847583643,0.12903225806451613,0.12903225806451613,0.022727272727272728,0.6196319018404908,0.8908045977011494,A
Aston Villa,Liverpool,M Clattenburg,16452.0,-10.0,0.6666666666666666,0.0,3.0,2.0,-2.0,3.0,2.0,0.0,5.0,-22.465616609985048,122.0,121.0,7.0,7.0,61.0,97.0,14.0,34.0,272.20000000000016,271.90000000000003,389.0,453.0,554.0,634.0,1.0,8.0,8.0,12.0,39.0,53.0,0.0,6.0,46.0,76.0,97.0,128.0,133.0,177.0,147.0,165.0,160.0,180.0,66.0,59.0,15.0,14.0,0.7021660649819494,0.02564102564102564,0.20512820512820512,0.0,0.7293233082706767,0.91875,0.7145110410094637,0.1509433962264151,0.22641509433962265,0.07894736842105263,0.7231638418079096,0.9166666666666666,A
Tottenham,Sunderland,C Foy,16452.0,12.0,1.6,3.0,1.0,1.0,3.0,1.0,1.0,3.0,-3.0,19.612277550314225,137.0,134.0,2.0,7.0,60.0,52.0,26.0,14.0,269.20000000000005,229.3,447.0,380.0,670.0,550.0,7.0,4.0,8.0,4.0,30.0,29.0,7.0,2.0,44.0,37.0,115.0,90.0,154.0,149.0,159.0,97.0,178.0,112.0,103.0,68.0,17.0,22.0,0.6671641791044776,0.23333333333333334,0.26666666666666666,0.1590909090909091,0.7467532467532467,0.8932584269662921,0.6909090909090909,0.13793103448275862,0.13793103448275862,0.05405405405405406,0.6040268456375839,0.8660714285714286,H
Burnley,Crystal Palace,P Dowd,16452.0,0.0,1.0,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,-4.0,-1.6306432482902977,152.0,156.0,2.0,6.0,70.0,54.0,19.0,15.0,212.99999999999997,188.19999999999982,307.0,360.0,604.0,599.0,6.0,3.0,9.0,7.0,40.0,30.0,4.0,1.0,49.0,39.0,79.0,105.0,125.0,143.0,179.0,178.0,191.0,198.0,93.0,77.0,25.0,18.0,0.5082781456953642,0.15,0.225,0.08163265306122448,0.632,0.93717277486911,0.6010016694490818,0.1,0.23333333333333334,0.02564102564102564,0.7342657342657343,0.898989898989899,A
Newcastle,Southampton,R Madley,16452.0,-12.0,0.7,1.0,1.0,3.0,-4.0,4.0,1.0,0.0,8.0,-27.11068386600301,148.0,166.0,7.0,2.0,57.0,55.0,26.0,17.0,230.49999999999997,220.49999999999991,347.0,352.0,540.0,534.0,6.0,8.0,12.0,5.0,36.0,37.0,4.0,6.0,40.0,41.0,92.0,119.0,141.0,181.0,122.0,182.0,127.0,205.0,67.0,83.0,9.0,13.0,0.6425925925925926,0.16666666666666666,0.3333333333333333,0.1,0.6524822695035462,0.9606299212598425,0.6591760299625468,0.21621621621621623,0.13513513513513514,0.14634146341463414,0.6574585635359116,0.8878048780487805,A
West Ham,Hull,M Atkinson,16453.0,17.0,2.0,1.0,2.0,2.0,-1.0,2.0,0.0,3.0,1.0,13.444031453861179,145.0,110.0,4.0,8.0,49.0,68.0,14.0,20.0,225.2000000000001,264.7999999999999,341.0,472.0,581.0,742.0,4.0,4.0,2.0,5.0,32.0,34.0,4.0,5.0,36.0,44.0,85.0,102.0,137.0,143.0,186.0,170.0,199.0,186.0,73.0,91.0,30.0,12.0,0.5869191049913941,0.125,0.0625,0.1111111111111111,0.6204379562043796,0.9346733668341709,0.6361185983827493,0.11764705882352941,0.14705882352941177,0.11363636363636363,0.7132867132867133,0.9139784946236559,H
Man City,Arsenal,M Dean,16453.0,11.0,1.3235294117647058,3.0,2.0,0.0,6.0,3.0,1.0,1.0,3.0,11.311801268479257,95.0,139.0,8.0,7.0,91.0,68.0,28.0,27.0,315.2,245.59999999999994,964.0,464.0,1181.0,673.0,10.0,8.0,13.0,9.0,63.0,40.0,9.0,7.0,71.0,49.0,101.0,101.0,154.0,135.0,131.0,126.0,141.0,136.0,60.0,89.0,13.0,17.0,0.8162574089754445,0.15873015873015872,0.20634920634920634,0.1267605633802817,0.6558441558441559,0.9290780141843972,0.6894502228826151,0.2,0.225,0.14285714285714285,0.7481481481481481,0.9264705882352942,A
Everton,West Brom,M Oliver,16454.0,1.0,1.0476190476190477,0.0,1.0,4.0,-7.0,1.0,1.0,3.0,-4.0,-7.3718569646879875,147.0,141.0,5.0,9.0,58.0,72.0,18.0,22.0,258.6,260.6,479.0,460.0,711.0,735.0,3.0,5.0,5.0,8.0,26.0,40.0,3.0,4.0,37.0,52.0,70.0,76.0,115.0,117.0,154.0,110.0,172.0,122.0,63.0,88.0,16.0,17.0,0.6736990154711674,0.11538461538461539,0.19230769230769232,0.08108108108108109,0.6086956521739131,0.8953488372093024,0.6258503401360545,0.125,0.2,0.07692307692307693,0.6495726495726496,0.9016393442622951,D
Chelsea,Man City,M Clattenburg,16466.0,5.0,1.119047619047619,3.0,1.0,1.0,7.0,2.0,2.0,1.0,1.0,7.821443641286301,158.0,108.0,3.0,7.0,84.0,88.0,33.0,29.0,298.5,306.9,739.0,869.0,1006.0,1104.0,12.0,7.0,10.0,17.0,53.0,64.0,8.0,6.0,63.0,65.0,101.0,111.0,153.0,183.0,85.0,113.0,98.0,123.0,55.0,68.0,12.0,14.0,0.7345924453280318,0.22641509433962265,0.18867924528301888,0.12698412698412698,0.6601307189542484,0.8673469387755102,0.7871376811594203,0.109375,0.265625,0.09230769230769231,0.6065573770491803,0.9186991869918699,D
