home,away,Referee,time,HRestDay,ARestDay,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_Poss_Acc,A_Poss_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_interceptions_Acc,A_interceptions_Acc,H_Enemy_Acc,A_Enemy_Acc,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_atkPass_ratio,A_atkPass_ratio,y
Wigan,Man City,M Halsey,15672.0,4.0,2.0,66.0,76.0,37.0,36.0,287.10000000000014,304.9,649.0,991.0,480.0,763.0,81.0,63.0,120.0,125.0,-15.0,0.5945945945945946,3.0,0.0,2.0,-1.0,3.0,2.0,0.0,7.0,-16.697156519737163,0.7395993836671803,0.7699293642785066,A
Tottenham,Liverpool,P Dowd,15672.0,2.0,3.0,61.0,84.0,33.0,47.0,230.49999999999991,265.4000000000002,481.0,742.0,305.0,548.0,97.0,71.0,119.0,128.0,4.0,1.1666666666666667,2.0,0.0,3.0,-2.0,1.0,4.0,0.0,3.0,-8.75102952602953,0.6340956340956341,0.738544474393531,H
Everton,Arsenal,M Oliver,15672.0,4.0,3.0,94.0,69.0,53.0,39.0,296.19999999999993,303.60000000000014,861.0,824.0,596.0,647.0,79.0,73.0,104.0,115.0,1.0,1.0357142857142858,1.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,-3.7604247881935535,0.6922183507549361,0.7851941747572816,D
Chelsea,Fulham,A Taylor,15672.0,2.0,4.0,61.0,59.0,34.0,36.0,246.6,259.3999999999999,760.0,643.0,565.0,467.0,61.0,96.0,138.0,108.0,9.0,1.375,0.0,3.0,2.0,-2.0,0.0,3.0,2.0,-3.0,9.235966437104956,0.743421052631579,0.7262830482115086,D
Man United,West Ham,M Jones,15672.0,4.0,2.0,69.0,57.0,40.0,34.0,293.3000000000002,229.40000000000006,853.0,652.0,641.0,408.0,64.0,39.0,111.0,119.0,11.0,1.4074074074074074,4.0,0.0,1.0,4.0,1.0,2.0,2.0,-2.0,17.144755781852552,0.7514654161781946,0.6257668711656442,H
Southampton,Norwich,M Clattenburg,15672.0,3.0,4.0,69.0,54.0,41.0,26.0,259.49999999999983,232.6000000000002,819.0,638.0,537.0,395.0,82.0,53.0,108.0,117.0,-4.0,0.8260869565217391,2.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,-10.962151427489967,0.6556776556776557,0.6191222570532915,D
Stoke,Newcastle,H Webb,15672.0,4.0,3.0,53.0,69.0,23.0,31.0,236.00000000000009,237.8,713.0,544.0,438.0,311.0,64.0,72.0,104.0,110.0,2.0,1.0909090909090908,2.0,2.0,1.0,1.0,1.0,1.0,3.0,-3.0,12.335782321954085,0.6143057503506312,0.5716911764705882,H
Man City,Everton,L Probert,15675.0,2.0,2.0,81.0,91.0,37.0,55.0,305.6,282.6,963.0,847.0,760.0,588.0,56.0,79.0,123.0,110.0,10.0,1.3448275862068966,3.0,2.0,0.0,8.0,1.0,3.0,1.0,0.0,17.994505966412667,0.7892004153686397,0.6942148760330579,D
Arsenal,Swansea,M Clattenburg,15675.0,2.0,2.0,60.0,59.0,37.0,35.0,294.50000000000006,266.00000000000017,767.0,620.0,582.0,460.0,79.0,90.0,128.0,126.0,1.0,1.037037037037037,1.0,3.0,1.0,2.0,2.0,3.0,0.0,3.0,-5.961458975806799,0.758800521512386,0.7419354838709677,A
Fulham,Tottenham,C Foy,15675.0,2.0,2.0,51.0,64.0,35.0,36.0,233.79999999999995,217.79999999999993,551.0,472.0,388.0,287.0,113.0,100.0,124.0,126.0,-6.0,0.8,0.0,3.0,2.0,-3.0,2.0,0.0,3.0,-2.0,-5.648526473526466,0.7041742286751361,0.6080508474576272,A
Reading,Man United,M Halsey,15675.0,3.0,2.0,64.0,77.0,31.0,46.0,210.90000000000003,308.10000000000014,583.0,937.0,344.0,715.0,74.0,67.0,99.0,103.0,-23.0,0.425,1.0,2.0,2.0,-1.0,4.0,0.0,1.0,4.0,-23.53626445793628,0.5900514579759862,0.7630736392742796,A
West Brom,Stoke,K Friend,15675.0,2.0,2.0,48.0,53.0,24.0,22.0,199.19999999999987,236.00000000000009,603.0,714.0,406.0,426.0,63.0,66.0,114.0,104.0,7.0,1.2692307692307692,4.0,0.0,1.0,4.0,3.0,1.0,1.0,2.0,6.2197679951627265,0.6733001658374793,0.5966386554621849,A
Liverpool,Southampton,M Oliver,15675.0,2.0,2.0,86.0,66.0,51.0,37.0,286.6000000000002,264.99999999999983,818.0,792.0,607.0,503.0,68.0,84.0,128.0,104.0,4.0,1.2105263157894737,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.25916330831191203,0.7420537897310513,0.63510101010101,H
West Ham,Chelsea,M Atkinson,15675.0,2.0,2.0,51.0,64.0,26.0,36.0,217.70000000000007,257.6,603.0,856.0,359.0,648.0,47.0,62.0,139.0,131.0,-7.0,0.7878787878787878,1.0,2.0,2.0,-2.0,0.0,4.0,1.0,-1.0,-7.194801998826762,0.5953565505804311,0.7570093457943925,H
QPR,Aston Villa,H Webb,15675.0,3.0,3.0,76.0,54.0,42.0,36.0,245.1000000000002,200.80000000000027,508.0,562.0,340.0,349.0,78.0,88.0,104.0,133.0,-8.0,0.6,0.0,2.0,3.0,-5.0,2.0,1.0,2.0,-4.0,-16.12936507936508,0.6692913385826772,0.6209964412811388,D
Norwich,Sunderland,P Dowd,15676.0,3.0,4.0,49.0,61.0,25.0,34.0,216.30000000000018,242.89999999999992,604.0,627.0,358.0,404.0,55.0,85.0,118.0,111.0,2.0,1.0952380952380953,2.0,3.0,0.0,2.0,1.0,1.0,3.0,-2.0,17.005722185899543,0.5927152317880795,0.6443381180223285,H
Newcastle,Wigan,M Jones,15677.0,4.0,4.0,66.0,58.0,31.0,28.0,235.20000000000005,278.30000000000007,517.0,599.0,278.0,442.0,81.0,87.0,107.0,130.0,0.0,1.0,0.0,1.0,4.0,-5.0,2.0,0.0,3.0,-4.0,-12.139310692072833,0.5377176015473888,0.7378964941569283,H
Arsenal,West Brom,M Jones,15682.0,3.0,7.0,63.0,46.0,42.0,29.0,294.7000000000001,212.89999999999984,885.0,602.0,687.0,406.0,80.0,55.0,122.0,124.0,-5.0,0.84375,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,-2.2491056166056183,0.7762711864406779,0.6744186046511628,H
Aston Villa,Stoke,R East,15682.0,7.0,7.0,52.0,51.0,33.0,23.0,201.90000000000026,222.40000000000006,549.0,656.0,341.0,382.0,92.0,57.0,123.0,118.0,-8.0,0.7142857142857143,1.0,2.0,2.0,-5.0,4.0,1.0,0.0,4.0,-19.676812076812084,0.6211293260473588,0.5823170731707317,D
Southampton,Reading,J Moss,15682.0,7.0,6.0,65.0,56.0,36.0,30.0,244.59999999999985,208.80000000000004,750.0,588.0,472.0,346.0,89.0,76.0,101.0,124.0,2.0,1.125,2.0,2.0,1.0,3.0,1.0,1.0,3.0,-2.0,9.720010544263474,0.6293333333333333,0.5884353741496599,H
Sunderland,Chelsea,M Halsey,15682.0,5.0,2.0,66.0,69.0,39.0,38.0,237.69999999999987,267.6,613.0,888.0,386.0,663.0,85.0,60.0,116.0,134.0,-12.0,0.625,1.0,1.0,3.0,-2.0,0.0,3.0,2.0,-3.0,-9.868053227675993,0.6296900489396411,0.7466216216216216,A
Swansea,Norwich,H Webb,15682.0,7.0,5.0,62.0,44.0,38.0,22.0,261.3000000000002,222.30000000000015,558.0,626.0,410.0,383.0,89.0,57.0,120.0,118.0,4.0,1.16,3.0,2.0,0.0,5.0,2.0,3.0,0.0,2.0,5.012394755003445,0.7347670250896058,0.6118210862619808,A
Wigan,QPR,P Dowd,15682.0,4.0,7.0,60.0,70.0,28.0,42.0,279.4000000000001,243.50000000000014,568.0,543.0,433.0,373.0,87.0,83.0,122.0,107.0,8.0,1.6666666666666667,1.0,0.0,4.0,-8.0,0.0,2.0,3.0,-5.0,3.562103662103663,0.7623239436619719,0.6869244935543278,D
Man City,Man United,M Atkinson,15683.0,4.0,3.0,72.0,76.0,35.0,44.0,299.7999999999999,318.60000000000014,986.0,947.0,760.0,732.0,69.0,68.0,126.0,93.0,-3.0,0.9285714285714286,3.0,2.0,0.0,8.0,4.0,0.0,1.0,4.0,3.6748076840182122,0.77079107505071,0.7729672650475184,A
West Ham,Liverpool,L Probert,15683.0,8.0,2.0,61.0,90.0,38.0,50.0,224.90000000000006,285.2000000000002,618.0,810.0,373.0,602.0,51.0,65.0,139.0,122.0,3.0,1.12,2.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,-0.24191607400989312,0.6035598705501618,0.7432098765432099,A
Everton,Tottenham,K Friend,15683.0,8.0,2.0,73.0,61.0,45.0,32.0,264.29999999999995,220.89999999999992,791.0,443.0,539.0,265.0,72.0,88.0,123.0,130.0,-3.0,0.90625,1.0,3.0,1.0,0.0,3.0,0.0,2.0,2.0,-5.482028012555393,0.6814159292035398,0.5981941309255079,H
Fulham,Newcastle,L Mason,15684.0,9.0,3.0,51.0,72.0,32.0,36.0,238.7,250.50000000000009,586.0,597.0,409.0,348.0,105.0,69.0,126.0,106.0,0.0,1.0,0.0,2.0,3.0,-6.0,1.0,0.0,4.0,-2.0,2.4897827875449323,0.6979522184300341,0.5829145728643216,H
Sunderland,Reading,N Swarbrick,15685.0,3.0,3.0,74.0,55.0,45.0,29.0,245.59999999999994,194.40000000000003,634.0,550.0,412.0,323.0,74.0,73.0,120.0,121.0,4.0,1.2666666666666666,1.0,1.0,3.0,-3.0,1.0,0.0,4.0,-3.0,6.292347156253797,0.6498422712933754,0.5872727272727273,H
QPR,Fulham,M Atkinson,15689.0,7.0,4.0,61.0,58.0,38.0,34.0,231.90000000000015,240.4,542.0,632.0,370.0,435.0,91.0,105.0,107.0,123.0,-13.0,0.48,0.0,3.0,2.0,-4.0,1.0,1.0,3.0,-5.0,-6.4659090909090935,0.6826568265682657,0.6882911392405063,H
Liverpool,Aston Villa,N Swarbrick,15689.0,5.0,3.0,97.0,51.0,53.0,31.0,289.7000000000002,227.7000000000003,847.0,588.0,620.0,367.0,62.0,79.0,116.0,116.0,7.0,1.35,3.0,1.0,1.0,4.0,1.0,3.0,1.0,-4.0,9.245151201455553,0.731995277449823,0.6241496598639455,A
Newcastle,Man City,A Marriner,15689.0,4.0,6.0,78.0,72.0,40.0,38.0,255.40000000000003,294.1,620.0,972.0,369.0,751.0,76.0,73.0,103.0,140.0,-16.0,0.5789473684210527,1.0,0.0,4.0,-2.0,2.0,2.0,1.0,6.0,-28.20138087414302,0.5951612903225807,0.772633744855967,A
Norwich,Wigan,L Probert,15689.0,3.0,7.0,44.0,60.0,27.0,31.0,204.80000000000015,270.2000000000001,621.0,548.0,385.0,410.0,62.0,97.0,130.0,106.0,7.0,1.35,3.0,2.0,0.0,3.0,1.0,1.0,3.0,-7.0,24.789221389656177,0.6199677938808373,0.7481751824817519,H
Stoke,Everton,M Halsey,15689.0,7.0,6.0,42.0,74.0,18.0,46.0,221.00000000000009,251.29999999999995,630.0,750.0,372.0,500.0,65.0,73.0,123.0,134.0,-3.0,0.9032258064516129,3.0,2.0,0.0,3.0,1.0,3.0,1.0,0.0,7.834120747406757,0.5904761904761905,0.6666666666666666,D
Man United,Sunderland,C Foy,15689.0,6.0,3.0,68.0,78.0,40.0,47.0,292.9000000000001,244.19999999999996,861.0,618.0,642.0,395.0,75.0,73.0,112.0,109.0,23.0,2.0952380952380953,4.0,0.0,1.0,4.0,1.0,1.0,3.0,-2.0,28.726693091424217,0.7456445993031359,0.63915857605178,H
Tottenham,Swansea,M Dean,15690.0,7.0,3.0,63.0,78.0,36.0,45.0,233.19999999999993,276.50000000000017,471.0,633.0,308.0,494.0,79.0,86.0,126.0,130.0,3.0,1.1071428571428572,3.0,0.0,2.0,2.0,3.0,1.0,1.0,4.0,-3.02507753449283,0.6539278131634819,0.7804107424960506,H
West Brom,West Ham,P Dowd,15690.0,8.0,6.0,46.0,60.0,27.0,39.0,219.79999999999984,213.30000000000007,582.0,643.0,376.0,401.0,53.0,55.0,129.0,139.0,4.0,1.1481481481481481,2.0,0.0,3.0,-2.0,1.0,1.0,3.0,-2.0,2.1481937214831923,0.6460481099656358,0.6236391912908242,D
Reading,Arsenal,A Taylor,15691.0,5.0,5.0,55.0,64.0,30.0,40.0,205.50000000000003,297.30000000000007,584.0,883.0,329.0,684.0,68.0,81.0,110.0,128.0,-15.0,0.4827586206896552,0.0,0.0,5.0,-7.0,2.0,2.0,1.0,3.0,-32.39848820769873,0.5633561643835616,0.7746319365798414,A
Tottenham,Stoke,L Mason,15696.0,6.0,7.0,81.0,44.0,48.0,20.0,248.89999999999992,227.70000000000005,560.0,639.0,400.0,379.0,101.0,71.0,128.0,126.0,5.0,1.1785714285714286,4.0,0.0,1.0,6.0,3.0,2.0,0.0,3.0,0.8133186057546382,0.7142857142857143,0.593114241001565,D
Liverpool,Fulham,M Clattenburg,15696.0,7.0,7.0,101.0,46.0,59.0,24.0,312.9000000000001,246.2,954.0,589.0,713.0,396.0,54.0,96.0,115.0,115.0,2.0,1.0833333333333333,2.0,1.0,2.0,-1.0,1.0,1.0,3.0,-4.0,9.94258987389422,0.7473794549266247,0.6723259762308998,H
Southampton,Sunderland,H Webb,15696.0,14.0,7.0,72.0,72.0,40.0,45.0,261.29999999999984,233.69999999999993,774.0,588.0,493.0,367.0,84.0,83.0,94.0,121.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-2.0,11.363854634843335,0.6369509043927648,0.6241496598639455,A
Man City,Reading,M Dean,15696.0,7.0,4.0,67.0,46.0,40.0,25.0,273.8,205.2,811.0,557.0,604.0,312.0,71.0,63.0,143.0,119.0,27.0,3.076923076923077,2.0,2.0,1.0,3.0,0.0,0.0,5.0,-9.0,40.1287568201815,0.7447595561035758,0.5601436265709157,H
West Brom,Norwich,M Atkinson,15696.0,5.0,7.0,57.0,50.0,31.0,32.0,239.7999999999999,215.30000000000013,590.0,646.0,389.0,397.0,55.0,67.0,122.0,113.0,2.0,1.0689655172413792,1.0,1.0,3.0,-3.0,3.0,2.0,0.0,3.0,-17.038089300056345,0.6593220338983051,0.6145510835913313,H
West Ham,Everton,A Taylor,15696.0,5.0,7.0,54.0,62.0,30.0,40.0,200.00000000000009,242.2,632.0,737.0,380.0,486.0,60.0,70.0,148.0,145.0,-4.0,0.8709677419354839,1.0,1.0,3.0,-2.0,1.0,4.0,0.0,1.0,-15.083526632197078,0.6012658227848101,0.6594301221166893,A
Wigan,Arsenal,J Moss,15696.0,7.0,4.0,63.0,76.0,34.0,47.0,270.9000000000001,298.6,530.0,914.0,395.0,708.0,105.0,79.0,111.0,115.0,-12.0,0.6129032258064516,1.0,1.0,3.0,-5.0,2.0,2.0,1.0,3.0,-19.127297741090842,0.7452830188679245,0.774617067833698,A
Newcastle,QPR,K Friend,15696.0,7.0,7.0,68.0,67.0,38.0,40.0,257.1,230.0000000000002,618.0,569.0,359.0,382.0,72.0,98.0,118.0,117.0,7.0,1.5,1.0,0.0,4.0,-3.0,1.0,3.0,1.0,-1.0,-11.795665634674915,0.580906148867314,0.671353251318102,H
Swansea,Man United,M Oliver,15697.0,7.0,8.0,67.0,71.0,36.0,37.0,278.6000000000002,292.10000000000014,617.0,817.0,470.0,607.0,94.0,68.0,137.0,112.0,-19.0,0.5869565217391305,2.0,1.0,2.0,2.0,5.0,0.0,0.0,7.0,-25.74601105647795,0.7617504051863857,0.7429620563035496,D
Chelsea,Aston Villa,P Dowd,15697.0,3.0,8.0,68.0,50.0,40.0,29.0,279.2,222.2000000000003,876.0,618.0,656.0,386.0,62.0,82.0,132.0,108.0,12.0,1.5454545454545454,1.0,2.0,2.0,-1.0,2.0,3.0,0.0,3.0,-2.0897630147630117,0.7488584474885844,0.6245954692556634,H
Stoke,Liverpool,H Webb,15700.0,4.0,3.0,36.0,102.0,19.0,57.0,224.20000000000007,318.00000000000017,594.0,935.0,336.0,688.0,74.0,56.0,134.0,114.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,7.571629240324896,0.5656565656565656,0.7358288770053476,H
QPR,West Brom,C Foy,15700.0,4.0,4.0,62.0,58.0,38.0,33.0,233.9000000000002,238.39999999999984,532.0,557.0,347.0,363.0,83.0,47.0,102.0,129.0,-20.0,0.3939393939393939,1.0,3.0,1.0,0.0,1.0,1.0,3.0,-4.0,-2.900838158257514,0.6522556390977443,0.651705565529623,A
Sunderland,Man City,K Friend,15700.0,4.0,4.0,69.0,73.0,43.0,43.0,225.89999999999992,289.4000000000001,588.0,923.0,359.0,728.0,74.0,68.0,129.0,123.0,-20.0,0.5238095238095238,2.0,0.0,3.0,-1.0,3.0,1.0,1.0,4.0,-23.13102891089162,0.6105442176870748,0.7887323943661971,H
Reading,Swansea,M Jones,15700.0,4.0,3.0,41.0,64.0,20.0,38.0,187.0,269.4000000000002,504.0,582.0,271.0,442.0,70.0,77.0,141.0,159.0,-15.0,0.4444444444444444,0.0,0.0,5.0,-9.0,2.0,1.0,2.0,2.0,-26.438500976827182,0.5376984126984127,0.7594501718213058,D
Norwich,Chelsea,J Moss,15700.0,4.0,2.0,52.0,73.0,32.0,46.0,223.6000000000001,271.1,673.0,816.0,416.0,593.0,72.0,66.0,115.0,124.0,-8.0,0.7777777777777778,3.0,1.0,1.0,2.0,2.0,2.0,1.0,8.0,-3.3959810107574278,0.6181277860326895,0.7267156862745098,A
Everton,Wigan,L Mason,15700.0,4.0,4.0,63.0,57.0,39.0,28.0,246.6,254.50000000000009,732.0,469.0,489.0,349.0,70.0,109.0,149.0,123.0,15.0,1.8333333333333333,2.0,3.0,0.0,2.0,0.0,1.0,4.0,-7.0,32.38153437085583,0.6680327868852459,0.744136460554371,H
Man United,Newcastle,M Dean,15700.0,3.0,4.0,75.0,78.0,43.0,43.0,289.3000000000001,264.80000000000007,828.0,651.0,622.0,405.0,63.0,64.0,126.0,115.0,23.0,2.0,4.0,1.0,0.0,5.0,2.0,0.0,3.0,0.0,33.69791004190317,0.751207729468599,0.6221198156682027,H
Fulham,Southampton,M Oliver,15700.0,3.0,4.0,45.0,64.0,25.0,32.0,230.9,265.69999999999993,535.0,678.0,362.0,410.0,95.0,87.0,119.0,100.0,4.0,1.2105263157894737,1.0,1.0,3.0,-7.0,2.0,1.0,2.0,1.0,-5.50198641153346,0.6766355140186916,0.6047197640117994,D
Aston Villa,Tottenham,M Clattenburg,15700.0,2.0,4.0,47.0,77.0,25.0,49.0,228.2000000000003,252.69999999999993,599.0,578.0,370.0,418.0,81.0,105.0,114.0,128.0,-12.0,0.6363636363636364,2.0,2.0,1.0,-5.0,3.0,1.0,1.0,4.0,-10.110422482270284,0.6176961602671118,0.7231833910034602,A
Norwich,Man City,M Jones,15703.0,3.0,3.0,51.0,77.0,31.0,49.0,217.90000000000006,302.00000000000006,647.0,1018.0,403.0,816.0,76.0,67.0,132.0,123.0,-14.0,0.6585365853658537,3.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,-5.640877125097617,0.6228748068006182,0.8015717092337917,A
Fulham,Swansea,A Marriner,15703.0,3.0,3.0,47.0,61.0,20.0,34.0,241.2,276.7000000000002,588.0,598.0,368.0,441.0,87.0,71.0,105.0,137.0,-4.0,0.8518518518518519,1.0,1.0,3.0,-7.0,1.0,2.0,2.0,0.0,-10.662725652613448,0.6258503401360545,0.7374581939799331,A
Man United,West Brom,J Moss,15703.0,3.0,3.0,68.0,64.0,40.0,37.0,283.9000000000001,253.29999999999984,765.0,566.0,556.0,361.0,67.0,48.0,122.0,117.0,13.0,1.3714285714285714,4.0,1.0,0.0,5.0,2.0,1.0,2.0,-1.0,23.083499315862568,0.726797385620915,0.6378091872791519,H
Arsenal,Newcastle,C Foy,15703.0,7.0,3.0,73.0,87.0,49.0,48.0,285.6,256.30000000000007,864.0,665.0,652.0,419.0,78.0,51.0,116.0,137.0,11.0,1.5,3.0,1.0,1.0,4.0,2.0,0.0,3.0,0.0,17.0039863749102,0.7546296296296297,0.6300751879699248,H
Stoke,Southampton,M Clattenburg,15703.0,2.0,3.0,32.0,54.0,20.0,25.0,209.60000000000005,265.99999999999983,574.0,696.0,322.0,440.0,76.0,105.0,140.0,100.0,11.0,1.5789473684210527,2.0,3.0,0.0,3.0,1.0,2.0,2.0,-1.0,21.19823387901191,0.5609756097560976,0.632183908045977,D
Sunderland,Tottenham,L Mason,15703.0,3.0,2.0,65.0,83.0,43.0,58.0,208.49999999999997,276.7999999999999,551.0,646.0,339.0,469.0,70.0,100.0,148.0,125.0,-11.0,0.6857142857142857,3.0,0.0,2.0,1.0,3.0,1.0,1.0,7.0,-7.768032751258264,0.6152450090744102,0.7260061919504643,A
Aston Villa,Wigan,K Friend,15703.0,2.0,3.0,36.0,58.0,19.0,30.0,214.0000000000003,261.6,526.0,504.0,321.0,359.0,88.0,113.0,129.0,119.0,3.0,1.1764705882352942,1.0,2.0,2.0,-10.0,0.0,1.0,4.0,-6.0,13.297028156326064,0.6102661596958175,0.7123015873015873,A
Reading,West Ham,M Oliver,15703.0,3.0,7.0,34.0,50.0,15.0,29.0,173.2,197.10000000000008,456.0,644.0,234.0,370.0,65.0,63.0,128.0,153.0,-14.0,0.46153846153846156,0.0,1.0,4.0,-8.0,1.0,1.0,3.0,-1.0,-16.059721864032795,0.5131578947368421,0.5745341614906833,H
Everton,Chelsea,H Webb,15704.0,4.0,4.0,66.0,88.0,38.0,56.0,251.3,292.2999999999999,764.0,886.0,517.0,648.0,70.0,58.0,139.0,115.0,-3.0,0.9210526315789473,3.0,2.0,0.0,3.0,3.0,1.0,1.0,9.0,3.7385748589128127,0.6767015706806283,0.7313769751693002,A
QPR,Liverpool,A Taylor,15704.0,4.0,3.0,67.0,100.0,37.0,54.0,233.9000000000002,315.4000000000001,559.0,901.0,360.0,677.0,81.0,55.0,114.0,114.0,-15.0,0.4444444444444444,1.0,2.0,2.0,-1.0,3.0,0.0,2.0,2.0,-10.155976487280839,0.6440071556350626,0.7513873473917869,A
Southampton,Arsenal,L Probert,15706.0,3.0,2.0,54.0,77.0,30.0,52.0,253.2999999999999,272.40000000000003,679.0,851.0,416.0,641.0,106.0,63.0,107.0,109.0,-16.0,0.5428571428571428,1.0,2.0,2.0,-1.0,4.0,0.0,1.0,8.0,-21.753550502620783,0.6126656848306333,0.7532314923619271,D
Wigan,Man United,A Marriner,15706.0,3.0,3.0,58.0,75.0,32.0,49.0,265.70000000000005,283.7000000000002,503.0,783.0,350.0,577.0,108.0,65.0,118.0,140.0,-31.0,0.38,1.0,1.0,3.0,0.0,4.0,1.0,0.0,6.0,-41.059872760570926,0.6958250497017893,0.7369093231162197,A
West Ham,Norwich,M Clattenburg,15706.0,3.0,3.0,52.0,57.0,29.0,34.0,229.40000000000006,214.70000000000007,712.0,633.0,420.0,399.0,64.0,81.0,127.0,152.0,-1.0,0.9615384615384616,1.0,1.0,3.0,-1.0,2.0,0.0,3.0,-1.0,-7.1038902898541,0.5898876404494382,0.6303317535545023,H
Swansea,Aston Villa,M Halsey,15706.0,3.0,3.0,59.0,40.0,33.0,20.0,269.80000000000024,214.40000000000032,597.0,568.0,438.0,345.0,78.0,87.0,132.0,134.0,10.0,1.5263157894736843,1.0,2.0,2.0,-1.0,1.0,1.0,3.0,-13.0,10.443705428733892,0.7336683417085427,0.6073943661971831,D
Tottenham,Reading,H Webb,15706.0,3.0,3.0,91.0,31.0,66.0,15.0,277.8999999999999,172.09999999999997,703.0,460.0,523.0,245.0,97.0,63.0,125.0,136.0,23.0,2.642857142857143,3.0,1.0,1.0,5.0,1.0,1.0,3.0,-6.0,23.255748121187786,0.7439544807965861,0.532608695652174,H
West Brom,Fulham,M Dean,15706.0,3.0,3.0,63.0,61.0,35.0,31.0,238.09999999999985,254.8,556.0,650.0,347.0,428.0,49.0,92.0,139.0,102.0,12.0,1.5454545454545454,2.0,1.0,2.0,-2.0,1.0,1.0,3.0,-5.0,18.864881349365916,0.6241007194244604,0.6584615384615384,A
Man City,Stoke,M Oliver,15706.0,3.0,3.0,81.0,36.0,52.0,24.0,296.4000000000001,221.70000000000007,977.0,647.0,793.0,369.0,59.0,75.0,121.0,126.0,13.0,1.4333333333333333,3.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,2.541131515040373,0.8116683725690891,0.5703245749613601,H
Chelsea,QPR,L Mason,15707.0,3.0,2.0,86.0,64.0,53.0,32.0,284.6,212.90000000000015,820.0,486.0,587.0,304.0,55.0,93.0,126.0,121.0,29.0,3.6363636363636362,4.0,0.0,1.0,10.0,1.0,1.0,3.0,-4.0,30.703460239450955,0.7158536585365853,0.6255144032921811,A
Liverpool,Sunderland,P Dowd,15707.0,2.0,4.0,92.0,60.0,54.0,39.0,318.00000000000017,207.89999999999992,919.0,563.0,689.0,324.0,59.0,82.0,107.0,151.0,6.0,1.2608695652173914,3.0,0.0,2.0,4.0,3.0,0.0,2.0,2.0,-1.194168638379157,0.749727965179543,0.5754884547069272,H
Newcastle,Everton,M Atkinson,15707.0,3.0,3.0,81.0,70.0,48.0,39.0,262.1000000000001,258.5,632.0,795.0,391.0,534.0,66.0,76.0,149.0,138.0,-13.0,0.6176470588235294,1.0,0.0,4.0,-7.0,3.0,1.0,1.0,2.0,-24.93652170673422,0.6186708860759493,0.6716981132075471,A
Norwich,Newcastle,A Taylor,15717.0,7.0,7.0,56.0,75.0,29.0,46.0,231.00000000000009,257.9000000000001,644.0,592.0,393.0,358.0,81.0,57.0,148.0,160.0,8.0,1.4444444444444444,1.0,0.0,4.0,-3.0,1.0,0.0,4.0,-7.0,5.076610801621847,0.610248447204969,0.6047297297297297,D
Aston Villa,Southampton,M Halsey,15717.0,3.0,7.0,39.0,55.0,21.0,32.0,188.6000000000004,261.29999999999984,519.0,742.0,297.0,464.0,104.0,104.0,135.0,119.0,1.0,1.0526315789473684,1.0,1.0,3.0,-13.0,1.0,3.0,1.0,0.0,-5.101608968946437,0.5722543352601156,0.6253369272237197,A
Fulham,Wigan,M Clattenburg,15717.0,7.0,7.0,55.0,51.0,29.0,26.0,264.8,261.80000000000007,645.0,519.0,433.0,354.0,99.0,92.0,113.0,156.0,3.0,1.1578947368421053,1.0,1.0,3.0,-5.0,1.0,0.0,4.0,-4.0,0.19554803939838195,0.6713178294573643,0.6820809248554913,D
Everton,Swansea,P Dowd,15717.0,4.0,2.0,60.0,61.0,34.0,36.0,258.4,272.50000000000017,774.0,568.0,526.0,385.0,80.0,80.0,127.0,126.0,7.0,1.2592592592592593,3.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,8.593077252213476,0.6795865633074936,0.6778169014084507,D
Reading,West Brom,K Friend,15717.0,7.0,7.0,26.0,73.0,14.0,43.0,153.39999999999995,241.7999999999999,404.0,594.0,203.0,389.0,80.0,48.0,154.0,134.0,-18.0,0.41935483870967744,1.0,1.0,3.0,-5.0,2.0,1.0,2.0,-1.0,-10.84378489749735,0.5024752475247525,0.6548821548821548,H
Stoke,Chelsea,A Marriner,15717.0,7.0,2.0,39.0,93.0,27.0,55.0,216.40000000000006,290.69999999999993,592.0,877.0,332.0,637.0,68.0,58.0,149.0,111.0,-10.0,0.7435897435897436,1.0,3.0,1.0,-1.0,4.0,0.0,1.0,11.0,-4.177552426333833,0.5608108108108109,0.7263397947548461,A
Sunderland,West Ham,N Swarbrick,15717.0,7.0,6.0,50.0,50.0,33.0,24.0,192.39999999999992,237.70000000000007,532.0,738.0,294.0,440.0,79.0,70.0,165.0,120.0,-5.0,0.8148148148148148,2.0,0.0,3.0,-4.0,1.0,1.0,3.0,-2.0,6.063756421142401,0.5526315789473685,0.5962059620596206,H
